ComicType,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year,APPEARANCES_R,,,
dc,2727,Ivana Christina Borodin Molotova (New Earth),\/wiki\/Ivana_Christina_Borodin_Molotova_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Red Hair,Female Characters,straight,Deceased Characters,21,"1987, December",1987,0.0202726185,,,
dc,2718,Congorilla (New Earth),\/wiki\/Congorilla_(New_Earth),Public Identity,Good Characters,Blue Eyes,Gold Hair,Male Characters,straight,Living Characters,85,"1959, January",1959,0.0820558366,,,
dc,2716,Jeanne Walker (New Earth),\/wiki\/Jeanne_Walker_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,6,"1961, March",1961,0.0057921767,,,
dc,2715,Jewelee (New Earth),\/wiki\/Jewelee_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,33,"1988, July",1988,0.0318569719,,,
dc,2714,Beast With No Name (New Earth),\/wiki\/Beast_With_No_Name_(New_Earth),Public Identity,Neutral Characters,Black Eyes,Red Hair,Male Characters,straight,Living Characters,9,"1966, January",1966,0.0086882651,,,
dc,2713,Siobhan McDougal (New Earth),\/wiki\/Siobhan_McDougal_(New_Earth),Secret Identity,Bad Characters,White Eyes,White Hair,Female Characters,straight,Living Characters,46,"1987, December",1987,0.044406688,,,
dc,2712,Eve Aries (Pre-Zero Hour),\/wiki\/Eve_Aries_(Pre-Zero_Hour),Public Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,straight,Living Characters,40,"1961, August",1961,0.0386145113,,,
dc,2711,Brother Power (New Earth),\/wiki\/Brother_Power_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,7,"1968, October",1968,0.0067575395,,,
dc,2702,Emily Briggs (New Earth),\/wiki\/Emily_Briggs_(New_Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,straight,Living Characters,107,"1985, September",1985,0.1032938178,,,
dc,2701,Kalibak (New Earth),\/wiki\/Kalibak_(New_Earth),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,straight,Deceased Characters,82,"1971, March",1971,0.0791597482,,,
dc,2698,Niles Caulder (New Earth),\/wiki\/Niles_Caulder_(New_Earth),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,straight,Living Characters,214,"1963, June",1963,0.2065876356,,,
dc,2658,Seong Barclay (New Earth),\/wiki\/Seong_Barclay_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Deceased Characters,7,"1995, May",1995,0.0067575395,,,
dc,2657,Mari McCabe (New Earth),\/wiki\/Mari_McCabe_(New_Earth),Secret Identity,Good Characters,Amber Eyes,Brown Hair,Female Characters,straight,Living Characters,268,"1981, July",1981,0.2587172259,,,
dc,2656,Paco Ramone (New Earth),\/wiki\/Paco_Ramone_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Deceased Characters,60,"1984, October",1984,0.057921767,,,
dc,2655,Hugh Dawkins (New Earth),\/wiki\/Hugh_Dawkins_(New_Earth),Secret Identity,Good Characters,White Eyes,Blond Hair,Male Characters,Homosexual Characters,Living Characters,74,"1986, November",1986,0.071436846,,,
dc,2648,Soseh Mykros (New Earth),\/wiki\/Soseh_Mykros_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,straight,Deceased Characters,15,"2000, October",2000,0.0144804418,,,
dc,2645,Rip Hunter (New Earth),\/wiki\/Rip_Hunter_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,103,"1959, June",1959,0.0994323667,,,
dc,2625,Mary Elizabeth Kane (New Earth),\/wiki\/Mary_Elizabeth_Kane_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,46,1989,1989,0.044406688,,,
dc,2624,Leonid Kovar (New Earth),\/wiki\/Leonid_Kovar_(New_Earth),Secret Identity,Good Characters,Green Eyes,Blond Hair,Male Characters,straight,Living Characters,108,"1968, December",1968,0.1042591806,,,
dc,2623,Lilith Clay (New Earth),\/wiki\/Lilith_Clay_(New_Earth),Secret Identity,Good Characters,Green Eyes,Strawberry Blond Hair,Female Characters,straight,Deceased Characters,107,"1970, February",1970,0.1032938178,,,
dc,2620,Miriam Delgado (Team Titans),\/wiki\/Miriam_Delgado_(Team_Titans),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,straight,Living Characters,87,1991,1991,0.0839865622,,,
dc,2618,Tara Markov (New Earth),\/wiki\/Tara_Markov_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,straight,Deceased Characters,68,"1982, December",1982,0.0656446693,,,
dc,2613,Donald Hall (New Earth),\/wiki\/Donald_Hall_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Deceased Characters,50,"1968, June",1968,0.0482681392,,,
dc,2612,Grant Emerson (New Earth),\/wiki\/Grant_Emerson_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Deceased Characters,166,"1994, April",1994,0.160250222,,,
dc,2611,Dawn Granger (New Earth),\/wiki\/Dawn_Granger_(New_Earth),Secret Identity,Good Characters,Blue Eyes,White Hair,Female Characters,straight,Living Characters,124,"1988, October",1988,0.1197049851,,,
dc,2610,Karen Beecher (New Earth),\/wiki\/Karen_Beecher_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,83,"1976, December",1976,0.080125111,,,
dc,2609,Antonia Monetti (New Earth),\/wiki\/Antonia_Monetti_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,straight,Living Characters,122,"1996, October",1996,0.1177742596,,,
dc,2608,Kole Weathers (New Earth),\/wiki\/Kole_Weathers_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,straight,Deceased Characters,38,"1985, June",1985,0.0366837858,,,
dc,2607,Robert Langstrom (New Earth),\/wiki\/Robert_Langstrom_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,130,"1970, June",1970,0.1254971618,,,
dc,2606,Henry Hall (New Earth),\/wiki\/Henry_Hall_(New_Earth),Secret Identity,Good Characters,Red Eyes,Brown Hair,Male Characters,straight,Living Characters,175,"1968, June",1968,0.1689384871,,,
dc,2605,Amy Winston (New Earth),\/wiki\/Amy_Winston_(New_Earth),Secret Identity,Good Characters,Violet Eyes,Blond Hair,Female Characters,straight,Living Characters,63,"1983, April",1983,0.0608178554,,,
dc,2485,Jared Stevens (New Earth),\/wiki\/Jared_Stevens_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Deceased Characters,54,"1994, October",1994,0.0521295903,,,
dc,2483,Rose Canton (New Earth),\/wiki\/Rose_Canton_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Blond Hair,Female Characters,straight,Deceased Characters,19,"1947, November",1947,0.0183418929,,,
dc,2403,Justin Ballantine (New Earth),\/wiki\/Justin_Ballantine_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,straight,Living Characters,17,"1974, June",1974,0.0164111673,,,
dc,2085,Hippolyta Trevor (New Earth),\/wiki\/Hippolyta_Trevor_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,straight,Deceased Characters,97,"1983, February",1983,0.09364019,,,
dc,2005,Anton Arcane (New Earth),\/wiki\/Anton_Arcane_(New_Earth),Public Identity,Bad Characters,Black Eyes,White Hair,Male Characters,straight,Deceased Characters,55,"1973, January",1973,0.0530949531,,,
dc,2004,Uno (New Earth),\/wiki\/Uno_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Deceased Characters,25,"1996, August",1996,0.0241340696,,,
dc,2002,Lonnie Machin (New Earth),\/wiki\/Lonnie_Machin_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,straight,Living Characters,50,"1989, November",1989,0.0482681392,,,
dc,2000,William Everett III (New Earth),\/wiki\/William_Everett_III_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,39,"1994, March",1994,0.0376491486,,,
dc,1999,"William Everett, Sr. (New Earth)","\/wiki\/William_Everett,_Sr._(New_Earth)",Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,44,"1983, July",1983,0.0424759625,,,
dc,1997,Arnold Etchinson (New Earth),\/wiki\/Arnold_Etchinson_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Deceased Characters,13,"1991, January",1991,0.0125497162,,,
dc,1996,Adam Cray (New Earth),\/wiki\/Adam_Cray_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,straight,Deceased Characters,15,"1990, August",1990,0.0144804418,,,
dc,1995,Albert Pratt (New Earth),\/wiki\/Albert_Pratt_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,straight,Deceased Characters,370,"1940, October",1940,0.3571842298,,,
dc,1993,Lorena Marquez (New Earth),\/wiki\/Lorena_Marquez_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,straight,Living Characters,77,"2004, May",2004,0.0743329343,,,
dc,1992,Tula (New Earth),\/wiki\/Tula_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,straight,Deceased Characters,58,"1967, June",1967,0.0559910414,,,
dc,1981,Wesley Dodds (New Earth),\/wiki\/Wesley_Dodds_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Deceased Characters,391,"1939, April",1939,0.3774568483,,,
dc,1977,Dream (New Earth),\/wiki\/Dream_(New_Earth),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,straight,Deceased Characters,95,"1989, January",1989,0.0917094644,,,
dc,1975,Despair (New Earth),\/wiki\/Despair_(New_Earth),Secret Identity,Neutral Characters,Grey Eyes,Black Hair,Female Characters,straight,Living Characters,12,"1989, November",1989,0.0115843534,,,
dc,1973,Death (New Earth),\/wiki\/Death_(New_Earth),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,straight,Living Characters,58,"1989, August",1989,0.0559910414,,,
dc,1970,Inza Cramer (New Earth),\/wiki\/Inza_Cramer_(New_Earth),Secret Identity,Good Characters,Green Eyes,Strawberry Blond Hair,Female Characters,straight,Deceased Characters,124,"1940, May",1940,0.1197049851,,,
dc,1967,Black Manta (New Earth),\/wiki\/Black_Manta_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,95,"1967, October",1967,0.0917094644,,,
dc,1955,Otis Flannegan (New Earth),\/wiki\/Otis_Flannegan_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,straight,Deceased Characters,22,"1988, April",1988,0.0212379812,,,
dc,1953,Maxwell Lord IV (New Earth),\/wiki\/Maxwell_Lord_IV_(New_Earth),Public Identity,Neutral Characters,Black Eyes,Brown Hair,Male Characters,straight,Living Characters,218,"1987, May",1987,0.2104490868,,,
dc,1948,Delilah Tyler (New Earth),\/wiki\/Delilah_Tyler_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Deceased Characters,35,"1989, January",1989,0.0337876974,,,
dc,1947,Roy Lincoln (New Earth),\/wiki\/Roy_Lincoln_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Deceased Characters,21,"1941, August",1941,0.0202726185,,,
dc,1946,Emil LaSalle (New Earth),\/wiki\/Emil_LaSalle_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,61,"1981, December",1981,0.0588871298,,,
dc,1945,Giovanni Giuseppe (New Earth),\/wiki\/Giovanni_Giuseppe_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,straight,Deceased Characters,136,"1960, July",1960,0.1312893385,,,
dc,1940,Jack Ryder (New Earth),\/wiki\/Jack_Ryder_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,188,"1968, April",1968,0.1814882033,,,
dc,1939,Walker Gabriel (New Earth),\/wiki\/Walker_Gabriel_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,17,"1998, March",1998,0.0164111673,,,
dc,1938,David Clinton (New Earth),\/wiki\/David_Clinton_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,88,"1962, November",1962,0.0849519249,,,
dc,1935,Angelo Bend (New Earth),\/wiki\/Angelo_Bend_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,29,"2002, May",2002,0.0279955207,,,
dc,1934,Roger Hayden (New Earth),\/wiki\/Roger_Hayden_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,straight,Deceased Characters,78,"1965, June",1965,0.0752982971,,,
dc,1932,Stanley Printwhistle (New Earth),\/wiki\/Stanley_Printwhistle_(New_Earth),Public Identity,Bad Characters,Black Eyes,Grey Hair,Male Characters,straight,Living Characters,13,"1995, March",1995,0.0125497162,,,
dc,1929,Albert Michaels (New Earth),\/wiki\/Albert_Michaels_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,23,"1978, May",1978,0.022203344,,,
dc,1928,Hiro Okamura (New Earth),\/wiki\/Hiro_Okamura_(New_Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,straight,Living Characters,8,"2002, February",2002,0.0077229023,,,
dc,1924,Werner Vertigo (New Earth),\/wiki\/Werner_Vertigo_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,104,"1978, July",1978,0.1003977295,,,
dc,1923,James Craddock (New Earth),\/wiki\/James_Craddock_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,straight,Deceased Characters,52,"1947, October",1947,0.0501988647,,,
dc,1922,Danton Black (New Earth),\/wiki\/Danton_Black_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,53,"1978, March",1978,0.0511642275,,,
dc,1921,Felix Faust (New Earth),\/wiki\/Felix_Faust_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,95,"1962, March",1962,0.0917094644,,,
dc,1920,Sebastian Ballesteros (New Earth),\/wiki\/Sebastian_Ballesteros_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,10,"2001, July",2001,0.0096536278,,,
dc,1914,Lyla Michaels (New Earth),\/wiki\/Lyla_Michaels_(New_Earth),Public Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,straight,Deceased Characters,105,"1982, July",1982,0.1013630923,,,
dc,1905,Barbara Gordon (New Earth),\/wiki\/Barbara_Gordon_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,straight,Living Characters,951,"1967, January",1967,0.918060007,,,
dc,1904,Katar Hol (New Earth),\/wiki\/Katar_Hol_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,125,"1989, August",1989,0.1206703479,,,
dc,1902,Orm Marius (New Earth),\/wiki\/Orm_Marius_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,92,"1966, October",1966,0.0888133761,,,
dc,1900,Jonathan Chambers (New Earth),\/wiki\/Jonathan_Chambers_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Deceased Characters,239,"1941, September",1941,0.2307217052,,,
dc,1898,Imperiex-Prime (New Earth),\/wiki\/Imperiex-Prime_(New_Earth),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,straight,Deceased Characters,12,"2000, February",2000,0.0115843534,,,
dc,1897,Tora Olafsdotter (New Earth),\/wiki\/Tora_Olafsdotter_(New_Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,straight,Living Characters,225,"1988, April",1988,0.2172066263,,,
dc,1896,Hope Taya (New Earth),\/wiki\/Hope_Taya_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,28,"1999, December",1999,0.0270301579,,,
dc,1895,Shayera Thal (New Earth),\/wiki\/Shayera_Thal_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,straight,Deceased Characters,85,"1989, August",1989,0.0820558366,,,
dc,1894,Kendra Saunders (New Earth),\/wiki\/Kendra_Saunders_(New_Earth),Secret Identity,Good Characters,Hazel Eyes,Brown Hair,Female Characters,straight,Deceased Characters,301,"1999, August",1999,0.2905741978,,,
dc,1892,Lori Zechlin (New Earth),\/wiki\/Lori_Zechlin_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,straight,Living Characters,52,"2005, January",2005,0.0501988647,,,
dc,1889,Sebastian Faust (New Earth),\/wiki\/Sebastian_Faust_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,55,"1993, November",1993,0.0530949531,,,
dc,1885,Jonathan L. Thunder (New Earth),\/wiki\/Jonathan_L._Thunder_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,282,"1940, January",1940,0.2722323049,,,
dc,1881,Artemis of Bana-Mighdall (New Earth),\/wiki\/Artemis_of_Bana-Mighdall_(New_Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,straight,Living Characters,141,"1994, September",1994,0.1361161525,,,
dc,1880,Zauriel (New Earth),\/wiki\/Zauriel_(New_Earth),Public Identity,Good Characters,Red Eyes,White Hair,Male Characters,straight,Living Characters,108,"1997, June",1997,0.1042591806,,,
dc,1878,Matthew Ryder (Armageddon 2001),\/wiki\/Matthew_Ryder_(Armageddon_2001),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Deceased Characters,26,"1991, May",1991,0.0250994324,,,
dc,1876,Timothy Hunter (New Earth),\/wiki\/Timothy_Hunter_(New_Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,straight,Living Characters,89,"1990, December",1990,0.0859172877,,,
dc,1873,Turtle (New Earth),\/wiki\/Turtle_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,straight,Living Characters,18,"1945, December",1945,0.0173765301,,,
dc,1872,Garth (New Earth),\/wiki\/Garth_(New_Earth),Public Identity,Good Characters,Purple Eyes,Black Hair,Male Characters,straight,Deceased Characters,487,"1960, February",1960,0.4701316755,,,
dc,1870,Kara Zor-El (New Earth),\/wiki\/Kara_Zor-El_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,297,"2004, May",2004,0.2867127467,,,
dc,1869,Natasha Irons (New Earth),\/wiki\/Natasha_Irons_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,99,"1994, February",1994,0.0955709156,,,
