ComicType,Characters,Dim1,Dim2,x1,y1
marvel,Druek Lovosno (Earth-616),1.2327033901,0.3947432417,,
marvel,Eugene Toussaint (Earth-616),1.2355100171,0.4115360937,,
marvel,Gertrude Jacks (Earth-616),0.1075026121,1.0468987279,,
marvel,Kingmaker (Earth-616),1.2704767494,0.3586628552,,
marvel,Mike Nero (Earth-616),0.221407431,0.2866031038,,
marvel,Mrs. Zeke (Earth-616),1.1245321576,1.1338426666,,
marvel,Nyssa (Earth-616),1.0909932907,1.2115326044,,
marvel,Sally (Legion Personality) (Earth-616),0.0825111404,1.0882711218,,
marvel,Sean Madrox (Earth-616),1.2307716791,0.4155546319,,
marvel,Tulem (Earth-616),0.2284818959,0.2615417751,,
marvel,Unum (Earth-616),0.1662674795,0.8611275326,,
marvel,Ben Morse (Earth-616),0.193907234,0.3635350772,,
marvel,Dal Damoc (Earth-616),0.1983330262,0.2823719586,,
marvel,Detlef Metzger (Earth-616),0.2715508229,0.2153616046,,
marvel,Fex (Earth-616),0.2374932057,0.1666696265,,
marvel,Ignacio Alvarez (Earth-616),0.2386460384,0.2782107896,,
marvel,Leonard Pimacher (Earth-616),0.2093788343,0.3198473555,,
marvel,Marc Spector (Clone) (Earth-616),1.2575073292,0.368216423,,
marvel,Morda (Earth-616),1.1131626496,1.1396300068,,
marvel,Oudvrou (Earth-616),0.1222957568,0.9789059911,,
marvel,Pilli Natu (Earth-616),0.2700818139,0.1916390951,,
marvel,Samuel Ryan (Earth-616),1.1972296027,0.4876104465,,
marvel,Sofia Alvarez (Earth-616),0.1251267413,1.0010561061,,
marvel,Teela (Earth-616),0.1240649652,1.0106210137,,
marvel,Zhang Heng (Earth-616),0.244397384,0.268192552,,
marvel,Bleeding Image (Legion Personality) (Earth-616),1.2464155036,0.392807405,,
marvel,Calavera (Earth-616),0.2533791273,0.213079069,,
marvel,Carlton Kilgore (Earth-616),1.2274979063,0.4273124064,,
marvel,D.C.1. (A.I.M.) (Earth-616),0.2569156674,0.2389304355,,
marvel,Helen Gable (Earth-616),0.0999080608,1.0387378518,,
marvel,Mokk (Earth-616),0.2525575464,0.1915228601,,
marvel,Mr. Macik (Earth-616),0.2371057078,0.2701299333,,
marvel,Mrs. Macik (Earth-616),0.1266508013,0.9986374966,,
marvel,Navee Moshtaghi (Earth-616),0.2118482334,0.3284183333,,
marvel,Redshirt (Earth-616),1.260658105,0.3707526684,,
marvel,Sally Roland (Earth-616),1.1306207846,1.1013639822,,
marvel,Sigmund (Earth-616),1.2232896431,0.4415205109,,
marvel,Xirdal (Earth-616),1.1222382769,1.0435448062,,
marvel,Young Soo Pock (Earth-616),0.2212472963,0.3196562476,,
marvel,Yruku (Earth-616),0.2118081621,0.2604828735,,
marvel,Buzzkill (Andrew) (Earth-616),1.220692146,0.4488520692,,
marvel,Far Sight (Earth-616),1.2114268193,0.4269345516,,
marvel,General Whedon (Earth-616),0.2046731652,0.3238231237,,
marvel,Ister (Earth-616),1.2008978781,0.4988842439,,
marvel,Mortimer Toynbee (Clone) (Earth-616),1.2531534283,0.3831204425,,
marvel,Robyn Hood (Earth-616),0.0976268753,1.0392096277,,
marvel,Hobgoblin (Claude) (Earth-616),1.2411430612,0.3994508632,,
marvel,James Cole (Earth-616),0.2129977529,0.3344765155,,
marvel,Kingdom (Earth-616),1.2217051943,0.4432024313,,
marvel,Martin Helling (Earth-616),0.2091818836,0.3210535305,,
marvel,Mass (Freedom Force) (Earth-616),0.2067360223,0.3260924581,,
marvel,Shift (Freedom Force) (Earth-616),0.2129977529,0.3344765155,,
marvel,Veritina (Earth-616),1.0706310867,1.2303232158,,
marvel,Wendigo (Omega Flight) (Earth-616),1.1990942796,0.3743594816,,
dc,Marauder I (New Earth),1.1398807765,1.0755034334,,
dc,Dax-Am (New Earth),0.2230169604,0.3221780993,,
dc,Sirius (New Earth),0.2076430222,0.2407670635,,
dc,Ranakar (New Earth),0.2376890625,0.2468980262,,
dc,Dennap (New Earth),0.1256914656,0.9726160599,,
dc,Mother Zed (New Earth),1.1198481136,1.1519044055,,
dc,Darthartheen (New Earth),0.1652725232,0.9253107624,,
dc,Thwarcharchura (New Earth),0.1594705109,0.9336271457,,
dc,Dawlakispokpok (New Earth),1.2471131503,0.3562640279,,
dc,Rrall (New Earth),0.235743575,0.2203739229,,
dc,Echielias (New Earth),0.235743575,0.2203739229,,
dc,Mawu (New Earth),0.1111349919,1.0414488877,,
dc,Lattea (New Earth),1.1210750952,1.1499622327,,
dc,Stanga (New Earth),0.2398607881,0.2473892493,,
dc,Lady Aquamarine (New Earth),0.1609641459,0.9339762954,,
dc,Alvin Pierce (New Earth),1.2338164375,0.4230489478,,
dc,Mister Finish (New Earth),0.2708744471,0.1578695928,,
dc,David Mancini (New Earth),1.2662208959,0.3619073308,,
dc,Morisca (New Earth),1.1159920295,1.1334168046,,
dc,Stearn (New Earth),0.2409788005,0.2416873463,,
dc,Syra (New Earth),1.1199365125,1.1339892379,,
dc,Mind Czar (New Earth),0.2821254739,0.1971975432,,
dc,Nyra (New Earth),0.164348954,0.9311404538,,
dc,Ten-R (New Earth),0.2518537561,0.2612628323,,
dc,Thorne (New Earth),0.2461362646,0.2438317262,,
dc,Richard Malverne (New Earth),1.2037130169,0.4632423416,,
dc,Meat Cleaver (New Earth),0.2794932102,0.1881101048,,
dc,Dale Smith (New Earth),0.2810378467,0.193655924,,
dc,Noor Harjavti (New Earth),0.1649859769,0.930134517,,
dc,John Charles Collins (New Earth),1.2625154682,0.3726024306,,
dc,Naomi Lord (New Earth),0.1382533223,0.980224856,,
dc,Miss Tribb (New Earth),0.1057383262,0.9981029678,,
dc,Marge Dover (New Earth),1.124616289,1.1466037909,,
dc,Gorbzil Mammit (New Earth),0.2496195467,0.2447972086,,
dc,White Willow (New Earth),1.1558519825,1.0850257593,,
dc,James (New Earth),0.2686631885,0.1657652299,,
dc,Gluttony II (New Earth),0.2686631885,0.1657652299,,
dc,Jack (New Earth),0.2686631885,0.1657652299,,
dc,William Magnus (robot) (New Earth),0.2828010282,0.1948449545,,
dc,Oya (New Earth),0.1464777154,0.9733144453,,
dc,Metalhead II (New Earth),0.2765946916,0.1813750889,,
dc,Heraphon (New Earth),0.2407582239,0.2124159173,,
dc,Kid Emotion (New Earth),0.2572286508,0.2443346047,,
dc,Abednego Danner (New Earth),1.2125963441,0.4737220243,,
dc,Clay Irons (New Earth),0.2593529038,0.2462211734,,
dc,Lucifer (New Earth),1.2596502178,0.3181457933,,
dc,Millie (New Earth),0.1367425102,0.9725851811,,
dc,Hoppy (New Earth),0.2545316242,0.238592358,,
dc,Prom Queen (New Earth),0.1731436259,0.9180898273,,
dc,Percival Pill (New Earth),0.2558842386,0.2588267426,,
dc,Vegar (New Earth),1.2319961029,0.35544539,,
dc,Theodoric (New Earth),0.2606372918,0.2469323143,,
dc,Blinder (New Earth),0.2862060216,0.1907219111,,
dc,Norman Rotrig (New Earth),0.2790476052,0.1774949026,,
dc,Artois (New Earth),1.2314558173,0.3500789503,,
dc,Adellca (New Earth),1.1346675725,1.1372748527,,
dc,Guilt (New Earth),0.2469920506,0.4240692889,,
dc,Tech-Fu (New Earth),1.2471494551,0.410805738,,
dc,Captain (New Earth),0.2630084104,0.2484246252,,
dc,Soapy (New Earth),0.2363435548,0.2956917328,,
dc,Antonio Silencio (New Earth),0.2319407884,0.3097796756,,
dc,Uglyhead (New Earth),0.2882464883,0.1954708962,,
dc,Mickey the Mouse (New Earth),0.246529145,0.2368492845,,
dc,Barnabus (New Earth),1.2457145367,0.4078227347,,
dc,Suli Stellamaris (New Earth),0.1200509636,1.0353042356,,
dc,Bulletdog (New Earth),0.2615734921,0.2454416219,,
dc,Mister Justice (New Earth),0.2500646109,0.1930943202,,
dc,Lightning Bug (New Earth),1.2699958378,0.3483952692,,
dc,Rajar (New Earth),1.2406092057,0.4150135677,,
dc,High-Rise (New Earth),0.2892308023,0.1939063436,,
dc,Quetzlotl (New Earth),0.24318431,0.1933615523,,
dc,Nicholas Quinzel (New Earth),0.2308937808,0.3022359486,,
dc,Jennifer Myers (New Earth),0.1199240566,1.0297922544,,
dc,Bogeyman (New Earth),0.2683109643,0.1303793136,,
dc,La Sangre (New Earth),0.1349968778,0.9150542001,,
dc,Southside (New Earth),0.2881947224,0.1880714217,,
dc,Miles Duncan (New Earth),0.2643377689,0.2423524123,,
dc,Altman (New Earth),0.2816249546,0.1918380699,,
dc,Mareena (New Earth),0.1500754199,0.9628603709,,
dc,Micron (New Earth),0.2639166876,0.2389986197,,
dc,Duran (New Earth),0.2833590504,0.1943363177,,
dc,Reb (New Earth),0.2893978252,0.1879304038,,
dc,Debra Sinclair (New Earth),0.1216711034,1.0287805422,,
dc,Khyrana (New Earth),0.1716108102,0.9219149083,,
dc,Krypto (Clone) (New Earth),1.2382366828,0.3841687397,,
dc,Robert Mason (New Earth),0.2403328727,0.2972731698,,
dc,Elvira (New Earth),0.1226671096,1.0311275997,,
dc,Chillblaine III (New Earth),0.2888313126,0.1853150859,,
dc,Twilight II (New Earth),0.1632171303,0.8993792049,,
dc,Tsunami (New Earth),0.1764232825,0.9048731248,,
dc,Tora (New Earth),0.1778141322,0.9106779593,,
dc,Stiletta (New Earth),0.1748847902,0.9020669577,,
dc,Slasher (New Earth),1.1620127362,1.0729477774,,
dc,Shellgame (New Earth),0.178573059,0.9135105706,,
dc,Pierce I (New Earth),0.1763823624,0.9076824779,,
dc,Olivia Reynolds II (New Earth),0.1772291206,0.9104006435,,
dc,Becky Albright (New Earth),0.1429339379,0.9567977919,,
dc,Cursor (New Earth),0.1784574522,0.9096470662,,
dc,Carnivore (New Earth),0.2581944141,0.1796928104,,
dc,Buzzword (New Earth),0.166102052,0.8596093406,,
dc,King of Spades IV (New Earth),0.2914210116,0.1886598453,,
dc,Maxine Gibson (New Earth),0.1423581175,0.9641466615,,
dc,Maxi-Man II (New Earth),0.26347962,0.2299268941,,
dc,Snowflame (New Earth),1.2655063432,0.3319111772,,
dc,Dana Tan (New Earth),0.1491983691,0.9761103338,,
dc,Walter Steele (New Earth),0.2348117887,0.2995126544,,
dc,Brigadoom (New Earth),0.2789187433,0.1808502496,,
dc,Backstabber (New Earth),0.2904045358,0.1828184567,,
dc,Amok (New Earth),1.276765159,0.3508999402,,
dc,Maia (New Earth),0.1228993953,1.021551202,,
dc,Britton (New Earth),0.2341788325,0.2929558125,,
dc,Vivienne (New Earth),0.1555870439,0.9629128294,,
dc,William von Hammer (New Earth),0.2613566918,0.2444413167,,
dc,Big Thunder (New Earth),0.2638349666,0.2454509407,,
dc,Byrna Brilyant (New Earth),1.1651638689,1.0720239752,,
dc,Grover Baines (New Earth),0.2597896343,0.2393668483,,
dc,Julius Barrow (New Earth),0.2866090707,0.1891662231,,
dc,Jackson Jones (New Earth),1.2617759059,0.285558439,,
dc,Diane Dorst (New Earth),0.1305942776,1.0137477651,,
dc,Lance Harrower (New Earth),1.2213147671,0.4581405046,,
dc,Rip Roar (New Earth),0.2692587462,0.1332317797,,
dc,Sunspot (New Earth),0.2933618235,0.1820655246,,
dc,Abe Crane (New Earth),0.2684020857,0.2318530772,,
dc,El Lobizon (New Earth),0.2683611656,0.2346624302,,
dc,Jeffrey Graham (New Earth),0.2629111875,0.2419020852,,
dc,Jon Kennedy Payne (New Earth),1.2724168096,0.3511785975,,
dc,Steven Brockman (New Earth),0.287953117,0.1897577505,,
dc,Isaac Fisher (New Earth),0.2880808189,0.1868381113,,
dc,Charles Ralston (Earth-One),0.2434848166,0.2843289691,,
dc,Xavier Purvis (New Earth),0.2941300889,0.1803906036,,
dc,Harold Kramer (Earth-One),0.2775191268,0.1464137263,,
dc,William Roberts (New Earth),0.2867013609,0.183752132,,
dc,Thomas Quigley (Earth-One),0.2932141862,0.1783422203,,
dc,Zedabon Zarr (New Earth),0.2883852195,0.1706137901,,
dc,Michael Patten (New Earth),0.2925954025,0.1753046657,,
dc,Angst (New Earth),0.2792427275,0.1489535679,,
dc,Rodan Katatami (New Earth),0.2655233792,0.2435224104,,
dc,Cyndy Kurahara (New Earth),0.1535362774,0.9691988503,,
dc,Inada Akatsu (New Earth),0.2655233792,0.2435224104,,
dc,Bobby Gazzo (New Earth),1.2720651891,0.3442077095,,
dc,Jasper Dolan (New Earth),1.220786134,0.4502099122,,
dc,Richard Daniel (New Earth),1.2727739032,0.3471224998,,
dc,Norman McCay (New Earth),0.2629859929,0.233098656,,
dc,Perry Dennison (New Earth),0.2984306224,0.1792917103,,
dc,Lady Liberty III (New Earth),1.1354303466,1.0954881198,,
dc,Ellie Mae Skaggs (New Earth),1.1699221104,1.0626747012,,
dc,Darklight (New Earth),0.187828487,0.9027503246,,
dc,Rosemary Fields (New Earth),0.1552184001,0.9388983105,,
dc,Ebeneezer Badde (New Earth),0.3002925279,0.1763519194,,
dc,Erik Hanson (New Earth),0.2992325692,0.1723181524,,
dc,George Calderon (New Earth),1.2255876383,0.4438232901,,
dc,Falseface (New Earth),0.1869644886,0.8949485908,,
dc,Cythonna (New Earth),0.1597254825,0.8337672636,,
dc,Boka (New Earth),0.1552026074,0.94254576,,
dc,Margaret Thatcher (New Earth),0.1819402037,0.8979638408,,
dc,Ana\u00efs Arcane (New Earth),1.1325041035,1.0990009923,,
dc,Acidia (New Earth),0.1799622692,0.8535980354,,
dc,Arashi Ohashi (New Earth),0.1645718812,0.9445948905,,
dc,Frederick Delmar (New Earth),0.3012748561,0.1655553142,,
dc,Green Arrow (Oliver Queen),0.2752642645,0.2111429351,,
marvel,Diane Carson (Earth-616),0.1311657169,0.9989216328,,
marvel,Green Terror (3Xs Foe) (Earth-616),0.2693025867,0.2006683262,,
marvel,Zoor (Earth-616),0.2484184656,0.1811287765,,
marvel,Grosso (Earth-616),1.2523136561,0.3887348549,,
marvel,Rathcone (Earth-616),0.2964832454,0.1770546201,,
marvel,Ulrich Kuster (Earth-616),1.2552333905,0.371737769,,
marvel,Will Power (Nowhere) (Earth-616),0.2432691998,0.2606993872,,
marvel,Ottokar Meltzer (Earth-616),0.2665975599,0.2049635671,,
marvel,Baron Krugg (Earth-616),1.2439522783,0.3772256158,,
marvel,Black Snake (Earth-616),1.2550914273,0.3834545357,,
marvel,Ed Turtle (Earth-616),0.2638214732,0.2252716812,,
marvel,Hercules (Captain America Past Life) (Earth-616),0.2452163268,0.2708666228,,
marvel,Gaillard (Earth-616),0.0865233683,1.0751788622,,
marvel,Nick Finelli (Earth-616),0.2512059038,0.2493339595,,
marvel,Percy Walker (Earth-616),0.2387751927,0.2801972617,,
marvel,Arch Murdock (Earth-616),0.2352946323,0.2491086735,,
marvel,John Harriman (Earth-616),0.2317276817,0.2425178183,,
marvel,Elaine Clayton (Earth-616),0.079446392,1.0930574199,,
marvel,Joyce Clayton (Earth-616),0.079446392,1.0930574199,,
marvel,Bull Gresham (Earth-616),1.2250116852,0.4219678504,,
marvel,Demarest Dodds (Earth-616),0.1899737007,0.33552097,,
marvel,Eric Hodges (Earth-616),0.2254498598,0.3013489092,,
marvel,Jackie Starr (Earth-616),0.1991668724,0.3525077104,,
marvel,Magda Malone (Earth-616),0.1139775756,1.0279766065,,
marvel,Swami Krishna (Earth-616),0.2575879918,0.2032635087,,
marvel,John Dolan (Earth-616),0.1995942913,0.3553238123,,
marvel,Joya (Earth-616),0.1484400099,0.9563397966,,
marvel,Oog (Martian) (Earth-616),1.2435206847,0.3844906922,,
marvel,Satan (Jeff Mace Foe) (Earth-616),0.257693791,0.1857155952,,
marvel,Squire Bones (Earth-616),0.2511546416,0.2494202979,,
marvel,Jasper Sandstorm (Earth-616),0.2646008325,0.2272097119,,
marvel,Rhode (Earth-616),0.1881327643,0.898287409,,
marvel,Rudy Rudolph (Earth-616),0.2602813835,0.2253074304,,
marvel,Dan Carlisle (Earth-616),0.1904119181,0.3655177516,,
marvel,Caesar of Crime (Earth-616),0.2535902749,0.241520568,,
marvel,Albert Poole (Earth-616),0.2287450827,0.3130279934,,
marvel,Charles J. Wentworth (Earth-616),0.2514614061,0.1621227853,,
marvel,Hunk Hondo (Earth-616),0.2734918102,0.1887034285,,
marvel,Sergi Amkov (Earth-616),0.2708647464,0.2230025101,,
marvel,Sigurd (Earth-616),0.2658457744,0.209720543,,
marvel,Jim Baker (Earth-616),0.2398236068,0.2842767818,,
marvel,Weasel Wills (Earth-616),0.2951391963,0.1743762414,,
marvel,Ronald Rankin (Earth-616),1.2093009781,0.4723490079,,
marvel,Carole (Earth-616),0.1043580743,1.0469034776,,
marvel,Louis Browning (Earth-616),0.2958386151,0.1833726806,,
marvel,Mecho-Assassin (Earth-616),1.0881129287,1.3650601897,,
marvel,Miss King (Earth-616),0.1540270366,0.9422332564,,
marvel,Mr. Regal (Earth-616),0.2421597165,0.2725798872,,
marvel,Black Brother (Joshua) (Earth-616),0.2555300147,0.2513668576,,
marvel,Colossus (Horusian) (Earth-616),0.2427404383,0.1934890862,,
marvel,Kalxor (Earth-616),0.2579591898,0.2117208607,,
marvel,Krylar (Earth-616),1.2429250405,0.3904192979,,
marvel,Arnaa (Earth-616),0.2352369005,0.2516681495,,
marvel,Benjamin Grimm (Counter-Earth) (Earth-616),0.2279104769,0.2939795597,,
marvel,Elanna (Earth-616),0.1413488977,0.9845695666,,
marvel,Ichabod Rasputin (Earth-616),0.2978613349,0.1810052207,,
marvel,Jonathan Storm (Counter-Earth) (Earth-616),0.2241590218,0.303427333,,
marvel,Mara (Eternal) (Earth-616),0.2352369005,0.2516681495,,
marvel,Orrek (Earth-616),0.2785259636,0.206013258,,
marvel,Rennar (Earth-616),0.2475339872,0.26720951,,
marvel,Stegor (Earth-616),0.2484126448,0.2307588797,,
marvel,Susan Storm (Counter-Earth) (Earth-616),0.1167932631,1.0217699245,,
marvel,Tanas (Earth-616),0.2502716089,0.25323088,,
marvel,Tulayn (Earth-616),0.2352369005,0.2516681495,,
marvel,Zapal (Earth-616),0.2470191696,0.2662582526,,
marvel,Carolyn Schist (Earth-616),0.0804791767,1.0879589594,,
marvel,Dane Gavin (Earth-616),0.199800486,0.3567972596,,
marvel,Vivian Schist (Earth-616),0.0789469814,1.085127836,,
marvel,Desinna (Earth-616),0.1754293239,0.8816360849,,
marvel,Ehrthold (Earth-616),0.2522860222,0.1768158065,,
marvel,Jackson Hunter (Earth-616),1.2312835508,0.4076756094,,
marvel,Mute (Earth-616),0.2953802003,0.1778441901,,
marvel,Rhaigor (Earth-616),0.225717514,0.1932202008,,
marvel,Sainte-Cloud (Earth-616),0.1125150131,1.0285617946,,
marvel,Cynthia (Earth-616),0.1250014227,1.0087489595,,
marvel,Mako (Atlantean) (Earth-616),0.2727218524,0.2143379601,,
marvel,Roger Stephenson (Earth-616),0.2470677372,0.2679684256,,
marvel,Cyrus Vance (Earth-616),0.2290689159,0.2881041816,,
marvel,Stryke (Earth-616),0.2933861341,0.1890032657,,
marvel,Yeti (Guardian of the Gateway) (Earth-616),0.1990437169,0.266108671,,
marvel,Hijiri Sabuki (Earth-616),1.222754712,0.440603372,,
marvel,Drexxon (Earth-616),0.2948776231,0.1531405718,,
marvel,Jean Grey (Lady Grey) (Earth-616),1.1640764297,1.0370886434,,
marvel,Kemo (Earth-616),1.2257915598,0.458445648,,
marvel,Xalxor (Earth-616),0.2948776231,0.1531405718,,
marvel,Ronga (Earth-616),0.2475297892,0.2672261475,,
marvel,Tornaga (Earth-616),0.2426064345,0.2390919005,,
marvel,Thibodaux Boudreaux (Earth-616),0.3004218009,0.1628621048,,
marvel,Diane Lamarr (Earth-616),0.1287568376,0.9872683097,,
marvel,Eblis (Earth-616),0.2494833325,0.165289325,,
marvel,Flea-Market Eating Flea (Earth-616),0.2613915558,0.222270521,,
marvel,Hans Stryker (Earth-616),0.2523426952,0.2458090617,,
marvel,Leila (Earth-616),0.126124699,0.9994374816,,
marvel,Rikky Keegan (Earth-616),0.1278255288,0.9852097554,,
marvel,Alpha (Mad Thinker Robot) (Earth-616),0.2635425114,0.1411958273,,
marvel,Elata (Earth-616),0.1804009398,0.9136538349,,
marvel,Iraina (Earth-616),1.1301735942,1.1266258072,,
marvel,Orrick Rallison (Earth-616),0.2457515968,0.2180477124,,
marvel,Ozel (Earth-616),0.0767474248,1.0783229682,,
marvel,Treefern (Earth-616),0.1192700782,0.9987893362,,
marvel,Filene Abdol (Earth-616),1.1178676332,1.1720052437,,
marvel,Gulka (Earth-616),0.2591526521,0.2407228468,,
marvel,Tyreseus (Earth-616),1.2258223236,0.4354313286,,
marvel,William Puceanu (Earth-616),0.2042489607,0.3448171052,,
marvel,Carlo Cervello (Earth-616),0.2787637576,0.1567807704,,
marvel,George Banway (Earth-616),1.2428993415,0.4037322762,,
marvel,Jack Hollinster (Earth-616),0.2257183351,0.2781514138,,
marvel,Jonas Hardraker (Earth-616),1.2357409252,0.3905052678,,
marvel,Kezan Val (Earth-616),1.2510604368,0.3907810121,,
marvel,King Thamos (Earth-616),1.2495282415,0.3879498888,,
marvel,Tyrone (Reapers) (Earth-616),0.2603580077,0.2308204045,,
marvel,Paris Seville (Earth-616),1.1738551684,1.0564331282,,
marvel,Sephra (Earth-616),1.1034640695,1.1761119055,,
marvel,Vaalu (Earth-616),0.1781259734,0.3185849023,,
marvel,Adam Peters (Earth-616),0.26178194,0.2276720567,,
marvel,Butcher T. Washington (Earth-616),0.2903159143,0.1530389144,,
marvel,Intuition (Earth-616),0.1860279079,0.8898347899,,
marvel,Masumi (Assassins Guild) (Earth-616),1.2044385449,0.4906181736,,
marvel,P.J. James (Earth-616),0.2339152379,0.2776988141,,
marvel,Rebecca Littlehale (Earth-616),0.1507357926,0.9060365539,,
marvel,Ruthar (Earth-616),0.2727155553,0.2143629163,,
marvel,Vanna White (Earth-616),0.1392280473,0.9603571403,,
marvel,Wes Cassady (Earth-616),0.2725317966,0.2252994255,,
marvel,Zoga (Earth-616),0.2732181154,0.2152915248,,
marvel,Aldo Zane (Earth-616),0.2549416199,0.2350469308,,
marvel,Altjira (Earth-616),0.2443144194,0.1951472608,,
marvel,Gretchen Carrenna (Earth-616),1.083087245,1.2293868954,,
marvel,Michael (Children of Heaven) (Earth-616),0.2518794362,0.2603474549,,
marvel,Tareva (Earth-616),0.1504759744,0.9639515144,,
marvel,Thomas Bradley (Earth-616),0.2320205476,0.288697691,,
marvel,Vron-Ikka (Earth-616),0.1302120119,0.9794765684,,
marvel,Chilovkyev Machina (Earth-616),1.2369161992,0.3855861664,,
marvel,Chudar (Earth-616),0.2509494673,0.1780656754,,
marvel,Rocco Castiglione (Earth-616),0.2019966511,0.3164934995,,
marvel,Acba (Earth-616),0.2343227559,0.2152063801,,
marvel,Bertram (Earth-616),0.2606758799,0.2305884758,,
marvel,Christina Aguilar (Earth-616),0.1503088075,0.9610684448,,
marvel,Cypress (Roxxon Agent) (Earth-616),0.2929210676,0.1667857805,,
marvel,Delta Nine (Earth-616),0.2474753784,0.2673249641,,
marvel,Euphy Aguilar (Earth-616),0.1503088075,0.9610684448,,
marvel,Kyral (Earth-616),0.2367500115,0.2475071004,,
marvel,Surge (Alien) (Earth-616),0.2962949777,0.1746862864,,
marvel,Tenelle (Earth-616),0.1862517294,0.8892858297,,
marvel,Windstorm (Earth-616),1.134257294,1.1152360509,,
